"EID","ContributorName","CatCodeIndustry","CatCodeGroup","CatCodeBusiness","PerDem","PerRep","DemCol","RepCol","Total"
"1","1-800 CONTACTS","Health Services","Health","Optical services (glasses & contact lenses)",10.6382978723404,89.3617021276596,"#CC0000AF","#CC0000AF",11750
"1017","FIDELITY INVESTMENTS","Securities & Investment","Finance, Insurance & Real Estate","Securities, commodities & investment",13.953488372093,86.046511627907,"#BD0000AF","#BD0000AF",10750
"1059685","UTAH STATE LEGISLATIVE BOARD UNITED TRANSPORTATION UNION","Transportation Unions","Labor","Railroad unions",100,0,"#0000FFAF","#0000FFAF",750
"10991","CENTRAL UTAH CLINIC","Hospitals & Nursing Homes","Health","Health care institutions",7.14285714285714,92.8571428571429,"#DB0000AF","#DB0000AF",7000
"11017","TOSH INC / CHECK CITY","Payday/Title Loans","Finance, Insurance & Real Estate","Payday/Title Loans",0,100,"#FF0000AF","#FF0000AF",5800
"1116","GLAXOSMITHKLINE","Pharmaceuticals & Health Products","Health","Pharmaceutical manufacturing",13.8461538461538,86.1538461538462,"#BD0000AF","#BD0000AF",3250
"12492","GOLD CROSS SERVICES","Health Services","Health","Health care services",7.14285714285714,92.8571428571429,"#DB0000AF","#DB0000AF",21000
"1256","HOLCIM US","Building Materials & Equipment","Construction","Stone, clay, glass & concrete products",0,100,"#FF0000AF","#FF0000AF",900
"12576","GREAT SALT LAKE MINERALS CORP","Chemical & Related Manufacturing","General Business","Chemicals",0,100,"#FF0000AF","#FF0000AF",2500
"13099","IM FLASH TECHNOLOGIES","Electronics Manufacturing & Services","Communications & Electronics","Electronics manufacturing & services",11.3636363636364,88.6363636363636,"#C70000AF","#C70000AF",8800
"131","AMERICAN EXPRESS","Miscellaneous Finance, Insurance & Real Estate","Finance, Insurance & Real Estate","Finance, insurance & real estate",0,100,"#FF0000AF","#FF0000AF",1200
"13288","JLS FUNDING LLC","Uncoded","Uncoded","Uncoded",12,88,"#C20000AF","#C20000AF",12500
"13897","MANAGEMENT & TRAINING CORP","Miscellaneous Business","General Business","Correctional facilities construction & management/for-profit",0,100,"#FF0000AF","#FF0000AF",1000
"14550","NEWFIELD EXPLORATION CO","Oil & Gas","Energy & Natural Resources","Oil & gas",0,100,"#FF0000AF","#FF0000AF",3000
"14851","OVERSTOCK.COM","Computer Equipment & Services","Communications & Electronics","Online computer services",0,100,"#FF0000AF","#FF0000AF",4000
"14971","PCM VENTURE I","Retail Sales","General Business","Drug stores",0,100,"#FF0000AF","#FF0000AF",4500
"15861","SELECT HEALTH","Insurance","Finance, Insurance & Real Estate","Accident & health insurance",11.3698380935055,88.6301619064945,"#C70000AF","#C70000AF",21988
"16784","UTAH CONSUMER LENDING ASSOCIATION","Payday/Title Loans","Finance, Insurance & Real Estate","Payday/Title Loans",22.2222222222222,77.7777777777778,"#8F0000AF","#8F0000AF",4500
"1692","MEDCO HEALTH SOLUTIONS","Retail Sales","General Business","Drug stores",8,92,"#D60000AF","#DB0000AF",6250
"1702","MERCK & CO","Pharmaceuticals & Health Products","Health","Pharmaceutical manufacturing",9.25925925925926,90.7407407407407,"#D10000AF","#D10000AF",2700
"171","AMERICAN RESORT DEVELOPMENT ASSOCIATION","Lodging & Tourism","General Business","Resorts",0,100,"#FF0000AF","#FF0000AF",4500
"1724","MICRON TECHNOLOGY","Computer Equipment & Services","Communications & Electronics","Computers, components & accessories",3.53982300884956,96.4601769911504,"#F00000AF","#F00000AF",5650
"1753","MOLINA HEALTHCARE","Health Services","Health","HMOs",0,100,"#FF0000AF","#FF0000AF",13750
"1758","MONSANTO","Agricultural Services & Products","Agriculture","Agricultural services & related industries",0,100,"#FF0000AF","#FF0000AF",1900
"18420","REPUBLICAN SENATE CAMPAIGN CMTE OF UTAH","Party Committees","Party","Republican Party committees",0,100,"#FF0000AF","#FF0000AF",78988.61
"1854","NATIONAL RIFLE ASSOCIATION","Gun Control","Ideology/Single Issue","Anti-gun control",0,100,"#FF0000AF","#FF0000AF",3000
"18618","ASSOCIATED GENERAL CONTRACTORS OF UTAH","General Contractors","Construction","Builders associations",0,100,"#FF0000AF","#FF0000AF",2400
"18638","DIRECTV GROUP","Cable TV","Communications & Electronics","Satellite TV operators",0,100,"#FF0000AF","#FF0000AF",2000
"18808","UTAH OPTOMETRIC ASSOCIATION","Health Professionals","Health","Optometrists & ophthalmologists",0,100,"#FF0000AF","#FF0000AF",1325
"18906297","AMERICA FIRST DEVELOPMENT FUND INC","Uncoded","Uncoded","Uncoded",80,20,"#000099AF","#000099AF",2500
"18927257","RIO TINTO AMERICA INC","Uncoded","Uncoded","Uncoded",22.2222222222222,77.7777777777778,"#8F0000AF","#8F0000AF",1800
"18933","PLANNED PARENTHOOD ASSOCIATION OF UTAH","Health Services","Health","Health care services",100,0,"#0000FFAF","#0000FFAF",6000
"19180","UTAH PUBLIC EMPLOYEES ASSOCIATION","Public Sector Unions","Labor","State & local government employee unions",0,100,"#FF0000AF","#FF0000AF",5500
"19257","UTAH FEDERATION OF TEACHERS","Public Sector Unions","Labor","Teachers unions",100,0,"#0000FFAF","#0000FFAF",350
"19408563","USANA HEALTH SCIENCES INC","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",1000
"19680","ELECTRICAL WORKERS LOCAL 57","General Trade Unions","Labor","Electrical workers/IBEW",100,0,"#0000FFAF","#0000FFAF",5150
"19699629","UTAH HOME BUILDERS","Home Builders","Construction","Residential construction",0,100,"#FF0000AF","#FF0000AF",17200
"19699630","UTAH HOME BUILDER","Home Builders","Construction","Residential construction",12.5,87.5,"#C20000AF","#C20000AF",8000
"19768","TEAMSTERS LOCAL 222","Transportation Unions","Labor","Teamsters unions",100,0,"#0000FFAF","#0000FFAF",2600
"19894","OPERATING ENGINEERS LOCAL 3","General Trade Unions","Labor","Construction unions",100,0,"#0000FFAF","#0000FFAF",8500
"19900409","UTAH PETROLEUM MARKETERS & RETAILERS ASSOCIATES","Uncoded","Uncoded","Uncoded",12.5,87.5,"#C20000AF","#C20000AF",2400
"19900583","UTAH HEALTH CARE ASSOCIATION","Hospitals & Nursing Homes","Health","Nursing homes",0,100,"#FF0000AF","#FF0000AF",4550
"19900634","UTAH FOOD INDUSTRY ASSOCIATION","Uncoded","Uncoded","Uncoded",25,75,"#800000AF","#800000AF",800
"19900658","ATKINSON CONSULTING INC","Uncoded","Uncoded","Uncoded",33.3333333333333,66.6666666666667,"#570000AF","#570000AF",1500
"19900680","UTAH ASSOCIATION OF FINANCIAL SERVICES","Uncoded","Uncoded","Uncoded",22.2222222222222,77.7777777777778,"#8F0000AF","#8F0000AF",4500
"19900893","PCM VENTURE I LLC","Uncoded","Uncoded","Uncoded",7.14285714285714,92.8571428571429,"#DB0000AF","#DB0000AF",7000
"20172","UTAH AFL-CIO","General Trade Unions","Labor","Labor unions",100,0,"#0000FFAF","#0000FFAF",5800
"20268","UTAH EDUCATION ASSOCIATION","Public Sector Unions","Labor","Teachers unions",100,0,"#0000FFAF","#0000FFAF",18784.58
"2034","PFIZER","Pharmaceuticals & Health Products","Health","Pharmaceutical manufacturing",25,75,"#800000AF","#800000AF",4400
"207","ANHEUSER BUSCH","Beer, Wine & Liquor","General Business","Beer",11.1111111111111,88.8888888888889,"#C70000AF","#C70000AF",4500
"2147","QWEST COMMUNICATIONS","Telecom Services & Equipment","Communications & Electronics","Telecommunications",9.9601593625498,90.0398406374502,"#D10000AF","#D10000AF",12550
"2182","REAGAN OUTDOOR ADVERTISING","Business Services","General Business","Outdoor advertising services",7.59415874815136,92.4058412518486,"#DB0000AF","#DB0000AF",45168.4
"2218","R J REYNOLDS TOBACCO CO","Tobacco companies & tobacco product sales","General Business","Tobacco companies & tobacco product sales",40,60,"#330000AF","#330000AF",1500
"2400","SINCLAIR OIL","Oil & Gas","Energy & Natural Resources","Oil & gas",10.2564102564103,89.7435897435898,"#CC0000AF","#CC0000AF",7800
"2446","SPRINT","Telecom Services & Equipment","Communications & Electronics","Telecommunications",0,100,"#FF0000AF","#FF0000AF",3500
"24856749","COMMITTEE TO ELECT ROSS ROMERO","Uncoded","Uncoded","Uncoded",100,0,"#0000FFAF","#0000FFAF",4450
